#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Physo140526	Physo136011	8202631	8198899	67593.Physo140526	67593.Physo136011	0.245	0	0	0	0	0.158	0	0.163	0.421
Physo140526	Physo127581	8202631	8192098	67593.Physo140526	67593.Physo127581	0	0	0	0	0.055	0.068	0	0.396	0.421
Physo155477	Physo141213	8206894	8203188	67593.Physo155477	67593.Physo141213	0	0	0	0	0.293	0.212	0	0.045	0.421
Physo140526	Physo109516	8202631	8190374	67593.Physo140526	67593.Physo109516	0.347	0	0	0	0.059	0.133	0	0	0.420
Physo123541	Physo108569	8191226	8189597	67593.Physo123541	67593.Physo108569	0.231	0	0	0	0.200	0	0	0.131	0.418
Physo135274	Physo129945	8198273	8193952	67593.Physo135274	67593.Physo129945	0	0	0	0	0.084	0.309	0	0.153	0.417
Physo135012	Physo129478	8198063	8193581	67593.Physo135012	67593.Physo129478	0	0	0	0	0.102	0.263	0	0.191	0.417
Physo140526	Physo123541	8202631	8191226	67593.Physo140526	67593.Physo123541	0.330	0	0	0	0.064	0.058	0	0.131	0.417
Physo108701	Physo108358	8189704	8189428	67593.Physo108701	67593.Physo108358	0	0	0	0	0.203	0.299	0	0	0.417
Physo135274	Physo128905	8198273	8193185	67593.Physo135274	67593.Physo128905	0	0	0	0	0.081	0.309	0	0.153	0.415
Physo143804	Physo131652	8205295	8195326	67593.Physo143804	67593.Physo131652	0	0	0	0	0.064	0.202	0	0.280	0.415
Physo140526	Physo134045	8202631	8197334	67593.Physo140526	67593.Physo134045	0	0	0	0	0.108	0.167	0	0.276	0.415
Physo115988	Physo108342	8190880	8189416	67593.Physo115988	67593.Physo108342	0	0	0	0	0.106	0.064	0	0.357	0.414
Physo135412	Physo130101	8198381	8194058	67593.Physo135412	67593.Physo130101	0	0	0	0	0.203	0.069	0	0.273	0.413
Physo141686	Physo135200	8203572	8198220	67593.Physo141686	67593.Physo135200	0	0	0	0	0	0.070	0	0.394	0.412
Physo144252	Physo140526	8205663	8202631	67593.Physo144252	67593.Physo140526	0.309	0	0	0	0.055	0.147	0	0.069	0.412
Physo109516	Physo108569	8190374	8189597	67593.Physo109516	67593.Physo108569	0	0	0	0	0.206	0	0	0.287	0.409
Physo141411	Physo109564	8203340	8190413	67593.Physo141411	67593.Physo109564	0	0	0	0	0.063	0	0	0.395	0.408
Physo134045	Physo133473	8197334	8196821	67593.Physo134045	67593.Physo133473	0.079	0	0	0	0.206	0.115	0	0.192	0.407
Physo136856	Physo108380	8199595	8189445	67593.Physo136856	67593.Physo108380	0	0	0	0	0.051	0.189	0	0.291	0.406
Physo140605	Physo129624	8202697	8193707	67593.Physo140605	67593.Physo129624	0	0	0	0	0.193	0.165	0	0.190	0.406
Physo156341	Physo135200	8207227	8198220	67593.Physo156341	67593.Physo135200	0	0	0	0	0.128	0.189	0	0.227	0.405
Physo140526	Physo108380	8202631	8189445	67593.Physo140526	67593.Physo108380	0	0	0	0	0.112	0.290	0	0.132	0.404
Physo136228	Physo108302	8199090	8189386	67593.Physo136228	67593.Physo108302	0.080	0	0	0	0.202	0.165	0	0.143	0.404
Physo140526	Physo136746	8202631	8199514	67593.Physo140526	67593.Physo136746	0	0	0	0	0.112	0.290	0	0.131	0.404
Physo139518	Physo135200	8201790	8198220	67593.Physo139518	67593.Physo135200	0	0	0	0	0	0.100	0	0.365	0.404
Physo128782	Physo109524	8193080	8190382	67593.Physo128782	67593.Physo109524	0.046	0	0	0	0.055	0	0	0.393	0.404
Physo131857	Physo123541	8195474	8191226	67593.Physo131857	67593.Physo123541	0.099	0	0	0	0	0.299	0	0.132	0.403
Physo134534	Physo131652	8197704	8195326	67593.Physo134534	67593.Physo131652	0	0	0	0	0.121	0.279	0	0.131	0.401
Physo137966	Physo108941	8200494	8189896	67593.Physo137966	67593.Physo108941	0.188	0	0	0	0	0	0	0.292	0.400
Physo143969	Physo109057	8205430	8189986	67593.Physo143969	67593.Physo109057	0	0	0	0	0.320	0	0	0.154	0.400
